COMP SCI 2205,Software Engineering Workshop I,"This course provides software engineering students with the fundamental knowledge and practical understanding of methods, approaches, and tools for requirements engineering in different software paradigms. Topics include: deriving and reasoning about the appropriate description of a desired system, modelling and analysis knowledge and skills, documenting and evaluating requirements, and conceptual design.  The course will also focus on team work and communication skills, requirements prioritisation and negotiation, and automated software engineering tools relevant to requirement and modelling phases of software engineering.
The course will be delivered in seminar or workshop styles and a large number of assessment tasks will be project based in order to give the students skills and experience of working in a team environment.",COMP SCI 1106 or COMP SCI 2006,None
COMP SCI 2206,Software Engineering Workshop II,"This course teaches methods, approaches, and tools for systematically designing and analysing software. There is a focus on approaches for both high-level and low-level software design. The course will also cover topics related to measuring design attributes and design quality evaluation. The course particularly focuses on creativity in software design and sketching for early design concept, including topics such as co-evolution of requirements and design, design fictions, and personas.
The course will be delivered in seminar or workshop style and a large number of assessment tasks will be project based in order to give the students skills and experience of coming up with divergent and unique solutions to problems while working in teams on software design projects.",COMP SCI 1106 or COMP SCI 2006,COMP SCI 2205
COMP SCI 2207,Web & Database Computing,"A modern introduction to designing and creating web-based applications.  The course covers client-server architecture, database fundamentals and the principles behind writing software that functions over networks.  Widely used web development languages and environments are compared and will be used by students to implement their own applications.",None,None
COMP SCI 3001,Computer Networks & Applications,"Introduction to networks and digital communications with a focus on  Internet protocols:  Application layer architectures (client/server, peer-to-peer) and protocols (HTTP-web, SMTP-mail, etc), Transport  layer operation: (reliable transport, congestion and flow  control, UDP, TCP); Network layer operation - (routing, addressing, IPv4 and  IPv6), Data Link layer operation (error detection/correction, access control, Ethernet, 802.11),  Layer 2/3  protocols (MPLS); selected current topics such as: security,  multimedia protocols, quality of Service, mobility, wireless  networking, emerging protocols, network management.",None,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3004,Operating Systems,"OS purposes: resource management and the extended virtual computer; historical development. Processes: critical sections and mutual exclusion, semaphores, monitors, classical problems, deadlock; process scheduling. Input and Output: hardware and software control. 
Memory management: multi-programming; swapping; virtual memory, paging and symbolic segmentation; File System: operations, implementation, performance. Operating System Security and Protection mechanisms:
protection domains, access lists, capability systems, principle of minimum privilege, security threats and attacks, encryption, and authentication",COMP SCI 2000,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3005,Computer Architecture,"Fundamentals of computer design; quantifying cost and performance; instruction set architecture; program behaviour and measurement of instruction set use; processor datapaths and control; pipelining, handling pipeline hazards; memory hierarchies and performance; I/O devices, controllers and drivers; I/O and system performance.",COMP SCI 2000,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3006,Software Engineering & Project,"Within the context of a semester-long, group-based software engineering project, this course provides an introduction to the production of high quality software solutions to large tasks. Among the topics covered in this course are the following: models of the software life-cycle, requirements analysis and specification, program design techniques and paradigms, software specification techniques, configuration management and version control, quality assurance, integration and testing, project management, risk analysis, case study of ethical considerations in Software Engineering.",(COMP SCI 1106 or COMP SCI 2006) and COMP SCI 2201,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3007,Artificial Intelligence,This is an introductory course on Artificial Intelligence. The topics may include: AI methodology and fundamentals; intelligent agents; search algorithms; game playing; supervised and unsupervised learning; decision tree learning; neural networks; nearest neighbour methods; dimensionality reduction; clustering; kernel machines; support vector machines; uncertainty and probability theory; probabilistic reasoning in AI; Bayesian networks; statistical learning; fuzzy logic. Several assignments will be given to enable the student to gain practical experience in using these techniques.,COMP SCI 2201,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3012,Distributed Systems,"A selection of topics from the following: the challenges faced in constructing client/server software: partial system failures, multiple address spaces, absence of a single clock, latency of communication, heterogeneity, absence of a trusted operating system, system management, binding and naming. Techniques for meeting these challenges: RPC and middleware, naming and directory services, distributed transaction processing, 'thin' clients, data replication, cryptographic security, mobile code. Introduction to Java RMI.",COMP SCI 2000 and COMP SCI 3001,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3020,Advanced Topics in Computer Science,"Specialised study within an area of Computer Science, guided by a supervisor. Topics include theoretical and applied aspects of Computer Science. Combines guided reading and research with a significant individual or group project component.",None,COMP SCI 2008
COMP SCI 3020,Advanced Topics in Computer Science,"Specialised study within an area of Computer Science, guided by a supervisor. Topics include theoretical and applied aspects of Computer Science. Combines guided reading and research with a significant individual or group project component.",None,COMP SCI 2008
COMP SCI 3303,Engineering Software as Services I,"The objectives of this course are to provide students with the knowledge and skills required for engineering Software as a Service, SaaS. Students will learn and use state of the art industry practices from the Agile software development paradigm such as Scrum, Behaviour Driven Development, Test Driven Development and Continuous Deployment, to build SaaS applications. The course will use technologies such as Ruby on Rails, GitHub, Cucumber and RSpec to aid development. This course will cover both the theoretical concepts and practical implementation details required to engineer SaaS in Cloud based web applications. There will be a strong focus on collaborative coding and team projects.",None,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3304,Engineering Software as Services II,"The objectives of this course are to enable students to advance and apply the knowledge, understanding, and skills for engineering Software as a Service, SaaS, acquired by successfully completing Engineering Software as Services I. This course will put more emphasis on challenging project work that will require students to complete a semester-long, group-based, software engineering project that will implement and deploy a SaaS Cloud based web application to solve a practical business problem.
The course will be a 3 Unit one semester course offered in the second semester of third year of the BE(SE) degree program.",None,COMP SCI 3303
COMP SCI 3305,Parallel and Distributed Computing,"A selection of topics from the following: the challenges faced in constructing parallel and distributed applications, including testing, debugging and performance evaluation. Various implementation techniques, paradigms, architectures and programming languages including: Flynn's taxonomy, MPI, MapReduce, OpenMP, GPGPU, concurrency and multi-threading.",COMP SCI 2000,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3306,Mining Big Data,"The Web and Internet Commerce provide extremely large datasets from which important information can be extracted by data mining. This course will cover practical algorithms for solving key problems in mining of massive datasets. It focuses on parallel algorithmic techniques that are used for large datasets in the area of cloud computing. Furthermore, stream processing algorithms for data streams that arrive constantly, page ranking algorithms for web search, and online advertisement systems are studied in detail.",None,COMP SCI 2201
COMP SCI 3307,Secure Programming,"The purpose of the course is to learn about secure software, including its design, implementation and maintenance. During the course students will be exposed to a selection of topics from the following: performing threat modelling, issues in authentication and authorisation, auditing for security, input sanitising, TOCTOU vulnerabilities, memory management issues, fixing vulnerabilities and patch distribution. The course requires previous programming experience and some understanding of computer systems.",COMP SCI 2000,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3308,Cybersecurity Fundamentals,"In this course, students will be introduced to real-world cybersecurity challenges that organisations face, and learn to apply knowledge and skills gained through other Computer Science courses to address them. The challenges will be examined both from the attacker's perspective (how systems are exploited) and the defender's perspectives (how to secure systems or respond to threats).
Common attack and defence strategies for software, web applications, networks, operating systems, cryptographic systems and humans will be explored. The course will also introduce cyber security management concepts, including security operations, risk management, security engineering and security architecture, as well as provide guidance on different career paths specialising in cybersecurity. This course focuses on hand-on activities, and students are encouraged to participate in public and industry cybersecurity challenges, including capture-the-flag competitions.",COMP SCI 2005,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3310,Software Engineering & Project (Artificial Intelligence),"Within the context of a software engineering project, this course covers the production of high quality software solutions to large tasks. Topics covered in this course will be provided prior to commencement in 2019.",None,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3311,Software Engineering & Project (Data Science),"Within the context of a software engineering project, this course covers the production of high quality software solutions to large tasks. Topics covered in this course will be provided prior to commencement in 2019.",None,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3312,Software Engineering & Project (Cybersecurity),"Within the context of a software engineering project, this course covers the production of high quality software solutions to large tasks. Topics covered in this course will be provided prior to commencement in 2019.",None,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3313,Software Engineering & Project (Distributed Systems & Networking),"Within the context of a software engineering project, this course covers the production of high quality software solutions to large tasks. Topics covered in this course will be provided prior to commencement in 2019.",None,"One of COMP SCI 1007, COMP SCI 1009, COMP SCI 1103, COMP SCI 1203, COMP SCI 2103, COMP SCI 2202 or COMP SCI 2202B"
COMP SCI 3314,Introduction to Statistical Machine Learning,"Statistical Machine Learning is concerned with algorithms that automatically improve their performance through 'learning'. For example, computer programs that learn to detect humans in images/video; predict stock markets, and rank web pages. Statistical machine learning has emerged mainly from computer science and artificial intelligence, and has connections to a variety of related subjects including statistics, applied mathematics and pattern analysis. Applications include image and audio signal analysis, data mining, bioinformatics and exploratory data analysis in natural science and engineering. This is an introductory course on statistical machine learning which presents an overview of many fundamental concepts, popular techniques, and algorithms in statistical machine learning. It covers basic topics such as dimensionality reduction, linear classification and regression as well as more recent topics such as ensemble learning/boosting, support vector machines, kernel methods and manifold learning. This course will provide the students the basic ideas and intuition behind modern statistical machine learning methods. After studying this course, students will understand how, why, and when machine learning works on practical problems.",Basic probability theory and linear algebra,COMP SCI 2201
COMP SCI 3315,Computer Vision,"Over the last 40 years, researchers in artificial intelligence have endeavoured to develop computers with the capacity to ""see"" the world around them. This course aims to convey the nature of some of the fundamental problems in vision, and to explain a variety of techniques used to overcome them. Vision is a rapidly evolving area of computer science, and new and emerging approaches to these problems are discussed along with more ""classical"" techniques. Various vision problems are considered, including: feature detection in images, e.g. edge detection, and the accumulation of edge data to form lines; recovery of 3D shape from images, e.g. the use of a stereo image pair to derive 3D surface information; forming image mosaics; video surveillance techniques, e.g. tracking objects in video; motion detection in video images, e.g. counting number of moving objects in a video; recognising and classifying objects in images, e.g. searching a video for a particular object. Several assignments will be given to enable the student to gain practical experience in tackling some of these problems.",None,COMP SCI 2201
COMP SCI 4000,Software Architecture,"The following are the main topics to be covered in this course:
Introduction to the fundamentals of software architecture.
Software architecture and quality requirements of a software system.
Fundamental principles and guidelines for software architecture design, architectural styles, patterns and frameworks.
Methods, techniques and tools for describing software architecture and documenting design rationale.
Software architecture design and evaluation processes.
Rationale and architectural knowledge management in software architecting.
Approaches and tools for designing and evaluating software architectures for the state of the art technologies such as cloud-computing and service-operation and mobile computing.
Future challenges and emerging trends in software architecture discipline.",None,COMP SCI 2201
COMP SCI 4015A,Computer Science Honours Research Project Part A,This is an advanced research project conducted individually under the guidance of an academic supervisor. It continues over two semesters and gives students the chance to investigate and contribute to an area at the cutting edge of computer science. Project topics vary from year to year depending on staff availability and research focus.,None,None
COMP SCI 4015A,Computer Science Honours Research Project Part A,This is an advanced research project conducted individually under the guidance of an academic supervisor. It continues over two semesters and gives students the chance to investigate and contribute to an area at the cutting edge of computer science. Project topics vary from year to year depending on staff availability and research focus.,None,None
COMP SCI 4015B,Computer Science Honours Research Project Part B,This is an advanced research project conducted individually under the guidance of an academic supervisor. It continues over two semesters and gives students the chance to investigate and contribute to an area at the cutting edge of computer science. Project topics vary from year to year depending on staff availability and research focus.,None,COMP SCI 4015A in previous Semester
COMP SCI 4015B,Computer Science Honours Research Project Part B,This is an advanced research project conducted individually under the guidance of an academic supervisor. It continues over two semesters and gives students the chance to investigate and contribute to an area at the cutting edge of computer science. Project topics vary from year to year depending on staff availability and research focus.,None,COMP SCI 4015A in previous Semester
COMP SCI 4023,Software Process Improvement,"This course is a guided study of software process grounded by practical personal experience. All software engineering is based on one or more processes that guide how software is developed with particular time, cost or quality goals. Process improvement aims to learn from current practice and objectively assess potential improvements. This will be explored by practicing a simplified form of the Personal Software Process and studying a number of process related topics drawn from: the goal question metric paradigm; appropriate automation; configuration management; project tracking and control; quality assurance; cost of quality; continuous integration; DevOps; software distribution; Infrastructure, Platform and Software as a Service; leveraging social media and the internet.",None,COMP SCI 2201
COMP SCI 4092,Mobile and Wireless Systems,"This course examines the characteristics of mobile and wireless networks and the impact of these characteristics on the development of software and supporting protocols.  Topics covered include: mobile and wireless application design and development environments, middleware support, protocol requirements for ad-hoc and sensor networks, wireless & mobile security vulnerabilities and standards, supporting reliable communication in lossy and intermittently connected networks; challenges and architectures for wireless mobility - 4G networks, Wi-Fi, Wi-Max, Bluetooth, Mobile IP, convergence of voice and data networks.",COMP SCI 3001,COMP SCI 2201
COMP SCI 4094,Distributed Databases and Data Mining,"Topics covered in this course include: Distributed database system architecture, Distributed database system design, Distributed query processing and optimisation, Distributed transaction management, Data warehousing and OLAP technology, Association analysis, Classification and prediction, Cluster analysis, Mining complex types of data.",Knowledge of database systems as taught in COMP SCI 2207,COMP SCI 2201
COMP SCI 4095,Evolutionary Computation,"History of evolutionary computation; major areas: genetic algorithms, evolution strategies, evolution programming, genetic programming, classifier systems; constraint handling; multi-objective cases; dynamic environments; parallel implementations; coevolutionary systems; parameter control; hybrid approaches; commercial applications.",COMP SCI 1103,COMP SCI 2201
COMP SCI 4100,Software Architecture,"The following are the main topics to be covered in this course:
Introduction to the fundamentals of software architecture.
Software architecture and quality requirements of a software system.
Fundamental principles and guidelines for software architecture design, architectural styles, patterns and frameworks.
Methods, techniques and tools for describing software architecture and documenting design rationale.
Software architecture design and evaluation processes.
Rationale and architectural knowledge management in software architecting.
Approaches and tools for designing and evaluating software architectures for the state of the art technologies such as cloud-computing and service-operation and mobile computing.
Future challenges and emerging trends in software architecture discipline.",None,COMP SCI 2201
COMP SCI 4123,Software Process Improvement,"This course is a guided study of software process grounded by practical personal experience. All software engineering is based on one or more processes that guide how software is developed with particular time, cost or quality goals. Process improvement aims to learn from current practice and objectively assess potential improvements. This will be explored by practicing a simplified form of the Personal Software Process and studying a number of process related topics drawn from: the goal question metric paradigm; appropriate automation; configuration management; project tracking and control; quality assurance; cost of quality; continuous integration; DevOps; software distribution; Infrastructure, Platform and Software as a Service; leveraging social media and the internet.",None,COMP SCI 2201
COMP SCI 4192,Mobile and Wireless Systems Hons,"This course examines the characteristics of mobile and wireless networks and the impact of these characteristics on the development of software and supporting protocols.  Topics covered include: mobile and wireless application design and development environments, middleware support, protocol requirements for ad-hoc and sensor networks, wireless & mobile security vulnerabilities and standards, supporting reliable communication in lossy and intermittently connected networks; challenges and architectures for wireless mobility - 4G networks, Wi-Fi, Wi-Max, Bluetooth, Mobile IP, convergence of voice and data networks.",COMP SCI 3001,COMP SCI 2201
COMP SCI 4194,Distributed Databases and Data Mining,"Topics covered in this course include: Distributed database system architecture, Distributed database system design, Distributed query processing and optimisation, Distributed transaction management, Data warehousing and OLAP technology, Association analysis, Classification and prediction, Cluster analysis, Mining complex types of data.",Knowledge of database systems as taught in COMP SCI 2207,COMP SCI 2201
COMP SCI 4195,Evolutionary Computation,"History of evolutionary computation; major areas: genetic algorithms, evolution strategies, evolution programming, genetic programming, classifier systems; constraint handling; multi-objective cases; dynamic environments; parallel implementations; coevolutionary systems; parameter control; hybrid approaches; commercial applications.",None,COMP SCI 2201
COMP SCI 4405,Research Methods  in Software Engineering and Computer Science,"This course will prepare students for advanced research by examining how to plan, conduct and report on empirical investigations. The course will cover techniques applicable to each of the steps of a research project, including formulating research questions, theory building, data analysis (using both qualitative and quantitative methods), building evidence, assessing validity, and publishing. It will particularly focus on research involving software, developing statistical tools to measure software performance and the ways in which people interact with software tools.",None,None
COMP SCI 4407,Advanced Algorithms,"The development of a sound theoretical understanding of advanced algorithms and practical problem solving skills using them.  Advanced algorithm topics chosen from: Dynamic Programming, Linear Programming, Matching, Max Flow / Min Cut, P and NP, Approximation Algorithms, Randomized Algorithms, Computational Geometry.",None,COMP SCI 2201
COMP SCI 4408,Modelling and Analysis of Complex Systems,"This course presents an overview of existing theories and methodologies for the analysis of complex systems behaviour. It focuses on the practical application of existing methods to the modelling and analysis of real-life complex systems, and on the identification and analysis of properties such as self-organisation, emergence and adaptability among others.",None,COMP SCI 2201
COMP SCI 4409,Search Based Software Engineering,"Many activities in software engineering involve an element of search. Some examples include selection of requirements, localisation and correction of defects, and the optimisation of test coverage. The fast-growing field of Search-Based Software Engineering (SBSE) applies computing resources to these search problems to improve the efficiency and quality of software engineering processes.
This course aims to introduce students to a wide range of SBSE terminology, techniques, and processes. The concepts taught in the lectures will be practised and reinforced by participation in three projects, and one seminar with a written essay on a recent SBSE-related conference article.",None,COMP SCI 2201
COMP SCI 4411,Event Driven Computing,"Event driven paradigm: Finite State Automata, their behaviour and implementation. Correspondence with regular expressions. Examples of embedded systems. Introduction to interconnected state machines, Petri Nets, and concurrency. Concepts of state-space and relationship to testing. Push-down automata and applications to parsing. Building Graphical User Interfaces: model view controller paradigm. Building GUIs using modern APIs. Ease of use and human-computer interaction issues.",COMP SCI 1106 or COMP SCI 2006,COMP SCI 2201
COMP SCI 4412,Secure Software Engineering,"This course will introduce the theoretical concepts and practical approaches and tools that support the security concerns in the whole systems development lifecycle resulting in software that is secure by default. The course will cover a wide range of software security topics ranging from as security as a cross-cutting concern, methodological approaches to improving software security during different phases of software development lifecycle, integrating secure software development principles and patterns into software development processes, contemporary paradigm of secure continuous software engineering, DevSecOps. The course will be offered in a workshop style mode with small and large parts of software development projects being the major types of assessment tasks.",None,COMP SCI 2201
COMP SCI 4413,Introduction to Quantum Computing,"It is still unknown whether quantum computers will ever be a reality.
If such machines are possible, they will fundamentally change how we perform calculations, and the implications on many applications (including communications and computer security) will be tremendous.
Leaving the issue of feasibility aside, it is interesting nonetheless to study how to do computing using a quantum computer. This course aims to provide a first introduction to quantum computing. We will highlight the paradigm change between conventional computing and quantum computing, and introduce several basic quantum algorithms. If time permits, we will also discuss the implications of quantum computing on fields such as computer security and machine learning.","Linear Algebra, Alg Data Structure Analysis",COMP SCI 2201
COMP SCI 4414A,Software Engineering Research Project A,"The research project is aimed at providing students with an opportunity to apply Software Engineering knowledge, understanding, and skills to an industrially sourced project. The projects are jointlysupervised by academic supervisors and the external clients, who propose projects. The students are assigned to different small teams that are expected to work collaboratively on the assigned project that will involve aspects of research and development. Students are expected to demonstrate the application of software engineering principles and
practices by following defined processes, which are tracked using online
repositories and communication tools. The project also provides a pathway to enrolment in a higher degree by research.",None,None
COMP SCI 4414B,Software Engineering Research Project  B,"The final year research project is aimed at providing students with an opportunity to apply Software Engineering knowledge, understanding, and skills to an industrially sourced project. The projects are jointlysupervised by academic supervisors and the external clients, who propose projects. The students are assigned to different small teams that are expected to work collaboratively on the assigned project that will involve aspects of research and development. Students are expected to demonstrate the application of software engineering principles and
practices by following defined processes, which are tracked using online
repositories and communication tools. The project also provides a pathway to enrolment in a higher degree by research.",None,None
COMP SCI 4807,Advanced Algorithms,"The development of a sound theoretical understanding of advanced algorithms and practical problem solving skills using them.  Advanced algorithm topics chosen from: Dynamic Programming, Linear Programming, Matching, Max Flow / Min Cut, P and NP, Approximation Algorithms, Randomized Algorithms, Computational Geometry.",None,COMP SCI 2201
